Name,HIFLD_Name,HIFLD_ID,city,City_Prop,zip,type,Type_Prop,status,Stat_Prop,county,Count_Prop,countyfips,StateShort,StateFull,country,latitude,longitude,naics_code,naics_desc,source,sourcedate,val_method,val_date,lines,LineTxt,max_volt,CurrentMax,min_volt,CurrentMin,max_infer,min_infer,MinVoltCat,geometry
Tap146711,TAP146711,146711,HURT,Hurt,24563,TAP,Tap,IN SERVICE,In service,PITTSYLVANIA,Pittsylvania,51143,VA,Virginia,USA,37.080153901,-79.222115889,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,IMAGERY,2014-07-14,IMAGERY/OTHER,2015-08-14,3.0,3,115.0,115,115.0,115,Y,Y,115 to 229,POINT (-79.22211588873779 37.08015390129157)
Tap146712,TAP146712,146712,GRETNA,Gretna,24557,TAP,Tap,IN SERVICE,In service,PITTSYLVANIA,Pittsylvania,51143,VA,Virginia,USA,37.007582442,-79.305662569,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,IMAGERY,2014-07-11,IMAGERY/OTHER,2015-08-14,3.0,3,115.0,115,115.0,115,Y,Y,115 to 229,POINT (-79.30566256896175 37.007582442094396)
Tap146713,TAP146713,146713,ALTAVISTA,Altavista,24517,TAP,Tap,IN SERVICE,In service,CAMPBELL,Campbell,51031,VA,Virginia,USA,37.142938251,-79.279804184,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,IMAGERY,2015-03-12,IMAGERY/OTHER,2015-08-14,3.0,3,138.0,138,138.0,138,Y,Y,115 to 229,POINT (-79.27980418441933 37.142938251187935)
Tap146714,TAP146714,146714,EVINGTON,Evington,24550,TAP,Tap,IN SERVICE,In service,CAMPBELL,Campbell,51031,VA,Virginia,USA,37.239858268,-79.302228152,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,IMAGERY,2015-03-12,IMAGERY/OTHER,2015-08-14,3.0,3,115.0,115,115.0,115,Y,Y,115 to 229,POINT (-79.30222815242541 37.239858267679956)
Tap146715,TAP146715,146715,HURT,Hurt,24563,TAP,Tap,IN SERVICE,In service,PITTSYLVANIA,Pittsylvania,51143,VA,Virginia,USA,37.103702297,-79.275987214,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,IMAGERY,2015-03-12,IMAGERY/OTHER,2015-08-14,3.0,3,115.0,115,115.0,115,Y,Y,115 to 229,POINT (-79.27598721403102 37.103702296689676)
Tap146717,TAP146717,146717,HURT,Hurt,24563,TAP,Tap,IN SERVICE,In service,PITTSYLVANIA,Pittsylvania,51143,VA,Virginia,USA,37.113084172,-79.269214687,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,IMAGERY,2015-03-13,IMAGERY/OTHER,2015-08-14,3.0,3,115.0,115,115.0,115,Y,Y,115 to 229,POINT (-79.26921468664496 37.11308417201797)
East Danville,EAST DANVILLE,146728,DANVILLE,Danville,24540,SUBSTATION,Substation,IN SERVICE,In service,PITTSYLVANIA,Pittsylvania,51143,VA,Virginia,USA,36.603683894,-79.347946195,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,"IMAGERY, OpenStreetMap",2014-07-08,IMAGERY,2014-07-09,8.0,8,230.0,230,-999999.0,Unknown,Y,N,Unknown,POINT (-79.3479461948251 36.60368389367826)
Ox,OX,146768,FAIRFAX STATION,Fairfax Station,22039,SUBSTATION,Substation,IN SERVICE,In service,FAIRFAX,Fairfax,51059,VA,Virginia,USA,38.723786053,-77.288516761,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,"IMAGERY, http://www.pjm.com/system-map/default.html",2014-08-21,IMAGERY,2015-04-01,9.0,9,500.0,500,230.0,230,Y,Y,Min 230,POINT (-77.28851676098284 38.72378605328884)
Clark,CLARK,146769,VIENNA,Vienna,22182,SUBSTATION,Substation,IN SERVICE,In service,FAIRFAX,Fairfax,51059,VA,Virginia,USA,38.931664831,-77.303724498,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,"IMAGERY, http://www.pjm.com/system-map/default.html",2014-08-22,IMAGERY,2015-04-01,2.0,2,230.0,230,230.0,230,Y,Y,Min 230,POINT (-77.30372449763289 38.93166483119269)
NOVEC Smoketown,NOVEC SMOKETOWN,146770,WOODBRIDGE,Woodbridge,22192,SUBSTATION,Substation,IN SERVICE,In service,PRINCE WILLIAM,Prince William,51153,VA,Virginia,USA,38.641571113,-77.302307772,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,"IMAGERY, http://www.pjm.com/system-map/default.html, https://www.dominionenergy.com/about-us/electric-projects/power-line-projects/smoketown",2014-08-22,IMAGERY,2019-03-04,4.0,4,230.0,230,115.0,115,Y,Y,115 to 229,POINT (-77.30230777178481 38.64157111275583)
Dumfries,DUMFRIES,146771,DUMFRIES,Dumfries,22026,SUBSTATION,Substation,IN SERVICE,In service,PRINCE WILLIAM,Prince William,51153,VA,Virginia,USA,38.587306183,-77.305935102,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,"IMAGERY, http://www.pjm.com/system-map/default.html",2014-08-22,IMAGERY,2015-04-01,1.0,1,230.0,230,230.0,230,Y,Y,Min 230,POINT (-77.30593510242676 38.58730618330541)
NOVEC Country Club,NOVEC COUNTRY CLUB,146772,WOODBRIDGE,Woodbridge,22193,SUBSTATION,Substation,IN SERVICE,In service,PRINCE WILLIAM,Prince William,51153,VA,Virginia,USA,38.608902171,-77.319042363,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,"IMAGERY, http://www.pjm.com/system-map/default.html",2014-08-22,IMAGERY,2019-03-04,2.0,2,115.0,115,115.0,115,Y,Y,115 to 229,POINT (-77.31904236324516 38.60890217103005)
NOVEC Garbar,NOVEC GARBAR,146773,WOODBRIDGE,Woodbridge,22193,SUBSTATION,Substation,IN SERVICE,In service,PRINCE WILLIAM,Prince William,51153,VA,Virginia,USA,38.627081174,-77.310501209,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,"IMAGERY, http://www.pjm.com/system-map/default.html",2014-08-22,IMAGERY,2019-03-04,1.0,1,115.0,115,115.0,115,Y,Y,115 to 229,POINT (-77.31050120937152 38.62708117428169)
Clifton,CLIFTON,146774,CLIFTON,Clifton,20124,SUBSTATION,Substation,IN SERVICE,In service,FAIRFAX,Fairfax,51059,VA,Virginia,USA,38.781208731,-77.398806763,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,"IMAGERY, http://www.pjm.com/system-map/default.html",2014-08-22,IMAGERY,2015-04-01,7.0,7,500.0,500,230.0,230,N,Y,Min 230,POINT (-77.39880676332214 38.78120873098977)
Johnson DP,JOHNSON DP,146775,CENTREVILLE,Centreville,20121,SUBSTATION,Substation,IN SERVICE,In service,FAIRFAX,Fairfax,51059,VA,Virginia,USA,38.832033437,-77.465746921,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,"IMAGERY, http://www.pjm.com/system-map/default.html",2014-08-27,IMAGERY,2015-04-01,1.0,1,230.0,230,230.0,230,Y,Y,Min 230,POINT (-77.46574692130255 38.83203343722179)
Bull Run,BULL RUN,146776,CENTREVILLE,Centreville,20121,SUBSTATION,Substation,IN SERVICE,In service,FAIRFAX,Fairfax,51059,VA,Virginia,USA,38.817931869,-77.444866883,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,"IMAGERY, http://www.pjm.com/system-map/default.html",2014-08-27,IMAGERY,2015-04-01,6.0,6,230.0,230,115.0,115,Y,Y,115 to 229,POINT (-77.44486688328372 38.81793186901408)
Battery Heights DP,BATTERY HEIGHTS DP,146777,MANASSAS,Manassas,20110,SUBSTATION,Substation,IN SERVICE,In service,MANASSAS,Manassas,51683,VA,Virginia,USA,38.752763189,-77.457718499,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,"IMAGERY, https://www.pjm.com/-/media/committees-groups/committees/teac/20181213/20181213-reliability-analysis-update.ashx",2014-08-27,IMAGERY,2019-03-14,2.0,2,230.0,230,230.0,230,Y,Y,Min 230,POINT (-77.45771849884365 38.752763189269494)
Reston,RESTON,146778,RESTON,Reston,20190,SUBSTATION,Substation,IN SERVICE,In service,FAIRFAX,Fairfax,51059,VA,Virginia,USA,38.952913591,-77.34561861,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,"IMAGERY, http://www.pjm.com/system-map/default.html",2014-08-27,IMAGERY,2015-04-01,7.0,7,230.0,230,230.0,230,Y,Y,Min 230,POINT (-77.34561861039576 38.95291359078061)
Hunter,HUNTER,146779,RESTON,Reston,20190,SUBSTATION,Substation,IN SERVICE,In service,FAIRFAX,Fairfax,51059,VA,Virginia,USA,38.948119671,-77.328363929,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,"IMAGERY, http://www.pjm.com/system-map/default.html",2014-08-27,IMAGERY,2015-04-01,-999999.0,Unknown,-999999.0,Unknown,-999999.0,Unknown,N,N,Unknown,POINT (-77.32836392942019 38.94811967113508)
Dulles,DULLES,146780,HERNDON,Herndon,20171,SUBSTATION,Substation,IN SERVICE,In service,FAIRFAX,Fairfax,51059,VA,Virginia,USA,38.945376234,-77.431759545,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,"IMAGERY, http://www.pjm.com/system-map/default.html",2014-08-28,IMAGERY,2015-04-01,2.0,2,230.0,230,230.0,230,N,N,Min 230,POINT (-77.4317595452102 38.94537623370074)
Sully,SULLY,146781,HERNDON,Herndon,20171,SUBSTATION,Substation,IN SERVICE,In service,FAIRFAX,Fairfax,51059,VA,Virginia,USA,38.919772044,-77.428392905,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,"IMAGERY, http://www.pjm.com/system-map/default.html",2014-08-28,IMAGERY,2015-04-01,2.0,2,230.0,230,230.0,230,N,N,Min 230,POINT (-77.42839290476539 38.9197720437922)
Walney,WALNEY,146782,FAIRFAX,Fairfax,22033,SUBSTATION,Substation,IN SERVICE,In service,FAIRFAX,Fairfax,51059,VA,Virginia,USA,38.893655804,-77.411585226,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,"IMAGERY, http://www.pjm.com/system-map/default.html",2014-08-28,IMAGERY,2015-04-01,2.0,2,230.0,230,230.0,230,N,N,Min 230,POINT (-77.41158522637353 38.89365580370235)
Sterling Park,STERLING PARK,146783,STERLING,Sterling,20164,SUBSTATION,Substation,IN SERVICE,In service,LOUDOUN,Loudoun,51107,VA,Virginia,USA,38.994681135,-77.420769539,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,"IMAGERY, http://www.pjm.com/system-map/default.html",2014-08-28,IMAGERY,2015-04-01,2.0,2,230.0,230,230.0,230,N,N,Min 230,POINT (-77.42076953895628 38.99468113471537)
Beaumeade,BEAUMEADE,146784,ASHBURN,Ashburn,20147,SUBSTATION,Substation,IN SERVICE,In service,LOUDOUN,Loudoun,51107,VA,Virginia,USA,39.02615843,-77.456400897,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,IMAGERY,2014-08-28,IMAGERY,2015-04-01,7.0,7,230.0,230,-999999.0,Unknown,Y,N,Unknown,POINT (-77.45640089669728 39.02615843019788)
BECO,BECO,146785,STERLING,Sterling,20166,SUBSTATION,Substation,IN SERVICE,In service,LOUDOUN,Loudoun,51107,VA,Virginia,USA,39.024557667,-77.437132715,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,"IMAGERY, http://www.pjm.com/system-map/default.html",2014-08-28,IMAGERY,2015-04-01,3.0,3,230.0,230,230.0,230,Y,Y,Min 230,POINT (-77.4371327147759 39.02455766716347)
Dranesville,DRANESVILLE,146786,RESTON,Reston,20194,SUBSTATION,Substation,IN SERVICE,In service,FAIRFAX,Fairfax,51059,VA,Virginia,USA,38.979397877,-77.361558654,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,"IMAGERY, http://www.pjm.com/system-map/default.html",2014-08-28,IMAGERY,2015-04-01,2.0,2,230.0,230,230.0,230,Y,Y,Min 230,POINT (-77.3615586536654 38.97939787678173)
Sideburn,SIDEBURN,146787,FAIRFAX,Fairfax,22032,SUBSTATION,Substation,IN SERVICE,In service,FAIRFAX,Fairfax,51059,VA,Virginia,USA,38.798230703,-77.296379194,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,"IMAGERY, http://www.pjm.com/system-map/default.html",2014-08-28,IMAGERY,2015-04-01,1.0,1,230.0,230,230.0,230,Y,Y,Min 230,POINT (-77.29637919364188 38.79823070267097)
Hemdon,HEMDON,146791,HERNDON,Herndon,20170,SUBSTATION,Substation,IN SERVICE,In service,FAIRFAX,Fairfax,51059,VA,Virginia,USA,38.96607667,-77.37907567,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,OpenStreetMap,2016-08-04,IMAGERY/OTHER,2017-05-11,-999999.0,Unknown,-999999.0,Unknown,-999999.0,Unknown,N,N,Unknown,POINT (-77.37907566965339 38.966076670290896)
Clark,CLARK,146796,VIENNA,Vienna,22180,SUBSTATION,Substation,IN SERVICE,In service,FAIRFAX,Fairfax,51059,VA,Virginia,USA,38.907182457,-77.271270315,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,"IMAGERY, OpenStreetMap",2014-08-22,IMAGERY,2014-08-22,3.0,3,230.0,230,230.0,230,N,N,Min 230,POINT (-77.2712703148635 38.90718245695105)
Lakeridge,LAKERIDGE,146797,WOODBRIDGE,Woodbridge,22192,SUBSTATION,Substation,IN SERVICE,In service,PRINCE WILLIAM,Prince William,51153,VA,Virginia,USA,38.692431378,-77.294868486,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,"IMAGERY, OpenStreetMap",2014-08-22,IMAGERY,2014-08-22,4.0,4,230.0,230,230.0,230,Y,Y,Min 230,POINT (-77.2948684860488 38.692431378043906)
Woodbridge,WOODBRIDGE,146798,WOODBRIDGE,Woodbridge,22192,SUBSTATION,Substation,IN SERVICE,In service,PRINCE WILLIAM,Prince William,51153,VA,Virginia,USA,38.654745017,-77.282509097,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,"IMAGERY, OpenStreetMap",2014-08-26,IMAGERY,2014-08-26,4.0,4,230.0,230,230.0,230,Y,Y,Min 230,POINT (-77.28250909695893 38.654745016955204)
Lindendale D.P. (Minnieville),LINDENDALE D.P.,146799,WOODBRIDGE,Woodbridge,22193,SUBSTATION,Substation,IN SERVICE,In service,PRINCE WILLIAM,Prince William,51153,VA,Virginia,USA,38.65266973,-77.3483491,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,"IMAGERY, OpenStreetMap",2014-08-26,IMAGERY,2014-08-26,2.0,2,115.0,115,115.0,115,N,N,115 to 229,POINT (-77.34834909988896 38.652669730068574)
Independent Hill D.P.,INDEPENDENT HILL D.P.,146800,NOKESVILLE,Nokesville,20181,SUBSTATION,Substation,IN SERVICE,In service,PRINCE WILLIAM,Prince William,51153,VA,Virginia,USA,38.632500824,-77.460746867,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,"IMAGERY, OpenStreetMap",2014-08-26,IMAGERY,2014-08-26,2.0,2,115.0,115,115.0,115,Y,Y,115 to 229,POINT (-77.4607468669901 38.63250082407398)
NIVO,NIVO,146801,ASHBURN,Ashburn,20147,SUBSTATION,Substation,IN SERVICE,In service,LOUDOUN,Loudoun,51107,VA,Virginia,USA,39.023406385,-77.460500492,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,"IMAGERY, OpenStreetMap",2014-08-28,IMAGERY,2014-08-28,2.0,2,-999999.0,Unknown,-999999.0,Unknown,N,N,Unknown,POINT (-77.46050049234533 39.0234063851479)
Sinai,SINAI,146903,SOUTH BOSTON,South Boston,24592,SUBSTATION,Substation,IN SERVICE,In service,HALIFAX,Halifax,51083,VA,Virginia,USA,36.743050676,-78.929849666,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,"IMAGERY, http://www.pjm.com/system-map/default.html",2014-07-14,IMAGERY,2015-04-01,2.0,2,115.0,115,115.0,115,Y,Y,115 to 229,POINT (-78.92984966592137 36.743050676260275)
Halifax,HALIFAX,146904,HALIFAX,Halifax,24558,SUBSTATION,Substation,IN SERVICE,In service,HALIFAX,Halifax,51083,VA,Virginia,USA,36.780692871,-78.923820817,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,"IMAGERY, http://www.pjm.com/system-map/default.html",2014-07-11,IMAGERY,2015-04-01,6.0,6,230.0,230,115.0,115,N,Y,115 to 229,POINT (-78.9238208169281 36.78069287084754)
South Boston,SOUTH BOSTON,146905,SOUTH BOSTON,South Boston,24592,SUBSTATION,Substation,IN SERVICE,In service,HALIFAX,Halifax,51083,VA,Virginia,USA,36.700295146,-78.91301087,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,"IMAGERY, http://www.pjm.com/system-map/default.html",2014-07-11,IMAGERY,2015-04-01,2.0,2,115.0,115,115.0,115,Y,Y,115 to 229,POINT (-78.91301086988805 36.700295146251555)
Reedy Creek,REEDY CREEK,146906,SOUTH BOSTON,South Boston,24592,SUBSTATION,Substation,IN SERVICE,In service,HALIFAX,Halifax,51083,VA,Virginia,USA,36.697712986,-78.876414423,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,"IMAGERY, http://www.pjm.com/system-map/default.html",2014-07-11,IMAGERY,2015-04-01,3.0,3,115.0,115,115.0,115,Y,Y,115 to 229,POINT (-78.87641442329124 36.6977129858369)
Welco,WELCO,146907,SOUTH BOSTON,South Boston,24592,SUBSTATION,Substation,IN SERVICE,In service,HALIFAX,Halifax,51083,VA,Virginia,USA,36.671965591,-78.920093351,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,"IMAGERY, http://www.pjm.com/system-map/default.html",2014-07-11,IMAGERY,2015-04-01,1.0,1,115.0,115,115.0,115,Y,Y,115 to 229,POINT (-78.92009335108143 36.67196559106279)
Riverville,RIVERVILLE,146908,GLADSTONE,Gladstone,24553,SUBSTATION,Substation,IN SERVICE,In service,AMHERST,Amherst,51009,VA,Virginia,USA,37.511129496,-78.911986826,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,"IMAGERY, http://www.pjm.com/system-map/default.html",2015-03-12,IMAGERY,2015-03-13,1.0,1,138.0,138,138.0,138,N,N,115 to 229,POINT (-78.91198682639676 37.51112949564474)
Harrisonburg,HARRISONBURG,146909,HARRISONBURG,Harrisonburg,22801,SUBSTATION,Substation,IN SERVICE,In service,ROCKINGHAM,Rockingham,51165,VA,Virginia,USA,38.411324156,-78.882280501,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,"IMAGERY, http://www.pjm.com/system-map/default.html",2015-03-13,IMAGERY,2015-03-18,11.0,11,230.0,230,-999999.0,Unknown,N,N,Unknown,POINT (-78.88228050114829 38.41132415577878)
Dayton,DAYTON,146910,HARRISONBURG,Harrisonburg,22801,SUBSTATION,Substation,IN SERVICE,In service,ROCKINGHAM,Rockingham,51165,VA,Virginia,USA,38.409840165,-78.928152147,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,"IMAGERY, http://www.pjm.com/system-map/default.html",2015-03-13,IMAGERY,2015-03-18,2.0,2,230.0,230,230.0,230,Y,Y,Min 230,POINT (-78.92815214737672 38.40984016478191)
Weyers Cave,WEYERS CAVE,146911,WEYERS CAVE,Weyers Cave,24486,SUBSTATION,Substation,IN SERVICE,In service,AUGUSTA,Augusta,51015,VA,Virginia,USA,38.282893706,-78.905908349,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,"IMAGERY, http://www.pjm.com/system-map/default.html",2015-03-16,IMAGERY,2015-03-17,2.0,2,115.0,115,115.0,115,N,N,115 to 229,POINT (-78.90590834907732 38.28289370625644)
Peach Grove D.P.,PEACH GROVE D.P.,146912,HARRISONBURG,Harrisonburg,22801,SUBSTATION,Substation,IN SERVICE,In service,ROCKINGHAM,Rockingham,51165,VA,Virginia,USA,38.381443793,-78.88548045,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,"IMAGERY, http://www.pjm.com/system-map/default.html",2015-03-17,IMAGERY,2015-03-18,1.0,1,115.0,115,115.0,115,N,N,115 to 229,POINT (-78.88548045020896 38.38144379269466)
North River D.P.,NORTH RIVER D.P.,146913,MT CRAWFORD,Mt Crawford,22841,SUBSTATION,Substation,IN SERVICE,In service,ROCKINGHAM,Rockingham,51165,VA,Virginia,USA,38.347596742,-78.896563266,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,"IMAGERY, http://www.pjm.com/system-map/default.html",2015-03-17,IMAGERY,2015-03-18,2.0,2,115.0,115,115.0,115,N,N,115 to 229,POINT (-78.89656326590645 38.347596742260095)
Tap146923,TAP146923,146923,CRYSTAL HILL,Crystal Hill,24539,TAP,Tap,IN SERVICE,In service,HALIFAX,Halifax,51083,VA,Virginia,USA,36.840970125,-78.939111521,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,IMAGERY,2014-07-11,IMAGERY/OTHER,2015-08-14,3.0,3,115.0,115,115.0,115,Y,Y,115 to 229,POINT (-78.93911152107945 36.84097012500322)
Tap146924,TAP146924,146924,BATON ROUGE,Baton Rouge,70814,TAP,Tap,IN SERVICE,In service,HALIFAX,Halifax,51083,VA,Virginia,USA,36.825266477,-78.93524944,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,IMAGERY,2014-07-11,IMAGERY/OTHER,2015-08-14,3.0,3,115.0,115,115.0,115,Y,Y,115 to 229,POINT (-78.9352494399925 36.825266476811414)
Waynesboro,WAYNESBORO,146946,WAYNESBORO,Waynesboro,22980,SUBSTATION,Substation,IN SERVICE,In service,WAYNESBORO,Waynesboro,51820,VA,Virginia,USA,38.060261968,-78.879948863,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,"IMAGERY, OpenStreetMap, https://www.pjm.com/-/media/committees-groups/committees/teac/20180712/20180712-teac-reliability-analysis-update.ashx",2015-03-16,IMAGERY,2019-03-14,2.0,2,115.0,115,115.0,115,N,N,115 to 229,POINT (-78.87994886274292 38.06026196768728)
Dupont Waynesboro,DUPONT WAYNESBORO,146947,WAYNESBORO,Waynesboro,22980,SUBSTATION,Substation,IN SERVICE,In service,WAYNESBORO,Waynesboro,51820,VA,Virginia,USA,38.061192297,-78.880862041,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,"IMAGERY, OpenStreetMap",2015-03-16,IMAGERY,2015-03-16,4.0,4,115.0,115,-999999.0,Unknown,N,N,Unknown,POINT (-78.88086204065341 38.061192296834186)
Rockcastle,ROCKCASTLE,146985,MONETA,Moneta,24121,SUBSTATION,Substation,IN SERVICE,In service,BEDFORD,Bedford,51019,VA,Virginia,USA,37.13219084,-79.571280678,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,"IMAGERY, http://www.pjm.com/system-map/default.html",2014-07-02,IMAGERY,2015-04-01,4.0,4,138.0,138,138.0,138,Y,Y,115 to 229,POINT (-79.57128067760826 37.132190840099426)
Axton,AXTON,146986,AXTON,Axton,24054,SUBSTATION,Substation,IN SERVICE,In service,HENRY,Henry,51089,VA,Virginia,USA,36.635149336,-79.707193756,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,"IMAGERY, http://www.pjm.com/system-map/default.html",2014-07-07,IMAGERY,2015-04-01,4.0,4,-999999.0,Unknown,-999999.0,Unknown,Y,Y,Unknown,POINT (-79.7071937561912 36.635149336163806)
Penhook,PENHOOK,146987,PENHOOK,Penhook,24137,SUBSTATION,Substation,IN SERVICE,In service,FRANKLIN,Franklin,51067,VA,Virginia,USA,36.978848407,-79.616532322,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,"IMAGERY, http://www.pjm.com/system-map/default.html",2015-03-06,IMAGERY,2015-04-01,2.0,2,138.0,138,138.0,138,Y,Y,115 to 229,POINT (-79.61653232189896 36.97884840700762)
Moneta,MONETA,146988,MONETA,Moneta,24121,SUBSTATION,Substation,IN SERVICE,In service,BEDFORD,Bedford,51019,VA,Virginia,USA,37.195263878,-79.617449471,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,"IMAGERY, http://www.pjm.com/system-map/default.html",2015-03-11,IMAGERY,2015-04-01,2.0,2,138.0,138,138.0,138,Y,Y,115 to 229,POINT (-79.61744947126132 37.195263878194126)
Moseley,MOSELEY,146989,BEDFORD,Bedford,24523,SUBSTATION,Substation,IN SERVICE,In service,BEDFORD,Bedford,51019,VA,Virginia,USA,37.352329388,-79.565783526,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,"IMAGERY, http://www.pjm.com/system-map/default.html",2015-03-12,IMAGERY,2015-03-13,3.0,3,138.0,138,138.0,138,Y,Y,115 to 229,POINT (-79.5657835261603 37.35232938773438)
Tap146997,TAP146997,146997,LEXINGTON,Lexington,24450,TAP,Tap,IN SERVICE,In service,ROCKBRIDGE,Rockbridge,51163,VA,Virginia,USA,37.751277867,-79.543479907,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,IMAGERY,2014-07-02,IMAGERY/OTHER,2015-08-14,3.0,3,115.0,115,115.0,115,Y,Y,115 to 229,POINT (-79.54347990724948 37.7512778673155)
Tap146998,TAP146998,146998,EDEN,Eden,27288,TAP,Tap,IN SERVICE,In service,PITTSYLVANIA,Pittsylvania,51143,VA,Virginia,USA,36.54597466,-79.669615306,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,IMAGERY,2014-07-10,IMAGERY/OTHER,2015-08-14,3.0,3,-999999.0,Unknown,-999999.0,Unknown,Y,Y,Unknown,POINT (-79.6696153063601 36.5459746603078)
Axton,AXTON,147028,AXTON,Axton,24054,SUBSTATION,Substation,IN SERVICE,In service,HENRY,Henry,51089,VA,Virginia,USA,36.634550307,-79.704778901,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,"IMAGERY, OpenStreetMap",2014-07-07,IMAGERY,2014-07-07,1.0,1,765.0,765,765.0,765,N,N,Min 230,POINT (-79.70477890055287 36.63455030735126)
Tap147030,TAP147030,147030,CHESAPEAKE,Chesapeake,23320,TAP,Tap,IN SERVICE,In service,CHESAPEAKE,Chesapeake,51550,VA,Virginia,USA,36.765721655,-76.292988987,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,IMAGERY,2016-08-02,IMAGERY,2016-08-02,3.0,3,115.0,115,115.0,115,Y,Y,115 to 229,POINT (-76.29298898673349 36.765721654745654)
Tap147031,TAP147031,147031,VIRGINIA BEACH,Virginia Beach,23455,TAP,Tap,IN SERVICE,In service,VIRGINIA BEACH,Virginia Beach,51810,VA,Virginia,USA,36.899849878,-76.132045718,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,IMAGERY,2016-08-02,IMAGERY,2016-08-02,3.0,3,115.0,115,115.0,115,Y,Y,115 to 229,POINT (-76.13204571819777 36.89984987823316)
Oak Ridge,OAK RIDGE,147032,SUFFOLK,Suffolk,23434,SUBSTATION,Substation,IN SERVICE,In service,SUFFOLK,Suffolk,51800,VA,Virginia,USA,36.724681149,-76.62220275,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,"IMAGERY, http://www.pjm.com/system-map/default.html",2014-07-16,IMAGERY,2015-04-01,3.0,3,230.0,230,-999999.0,Unknown,N,N,Unknown,POINT (-76.6222027500991 36.72468114889404)
