Name,HIFLD_Name,HIFLD_ID,city,City_Prop,zip,type,Type_Prop,status,Stat_Prop,county,Count_Prop,countyfips,StateShort,StateFull,country,latitude,longitude,naics_code,naics_desc,source,sourcedate,val_method,val_date,lines,LineTxt,max_volt,CurrentMax,min_volt,CurrentMin,max_infer,min_infer,MinVoltCat
Tap147648,TAP147648,147648,DANVILLE,Danville,24541,TAP,Tap,IN SERVICE,In service,DANVILLE,Danville,51590,VA,Virginia,USA,36.573711718,-79.428125363,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,IMAGERY,2014-07-09,IMAGERY/OTHER,2015-08-14,3.0,3,-999999.0,Unknown,-999999.0,Unknown,Y,Y,Unknown
Unknown114452,UNKNOWN114452,114452,DANVILLE,Danville,24541,SUBSTATION,Substation,IN SERVICE,In service,DANVILLE,Danville,51590,VA,Virginia,USA,36.574180601,-79.428531386,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,IMAGERY,2014-07-09,IMAGERY,2014-07-09,3.0,3,-999999.0,Unknown,-999999.0,Unknown,Y,Y,Unknown
Ridgeway,RIDGEWAY,146408,RIDGEWAY,Ridgeway,24148,SUBSTATION,Substation,IN SERVICE,In service,HENRY,Henry,51089,VA,Virginia,USA,36.586418588,-79.838654196,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,"IMAGERY, http://www.pjm.com/system-map/default.html",2014-07-09,IMAGERY,2015-04-01,4.0,4,138.0,138,-999999.0,Unknown,Y,Y,Unknown
Danville Westover Plant,DANVILLE WESTOVER PLANT,114448,DANVILLE,Danville,24541,SUBSTATION,Substation,IN SERVICE,In service,DANVILLE,Danville,51590,VA,Virginia,USA,36.60656779,-79.457745699,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,"IMAGERY, EIA 860",2014-07-08,IMAGERY,2021-06-01,2.0,2,69.0,69,69.0,69,Y,Y,69 to 114
Unknown117055,UNKNOWN117055,117055,DAMASCUS,Damascus,24236,SUBSTATION,Substation,IN SERVICE,In service,WASHINGTON,Washington,51191,VA,Virginia,USA,36.640924634,-81.803568024,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,IMAGERY,2014-09-11,IMAGERY,2014-09-11,1.0,1,-999999.0,Unknown,-999999.0,Unknown,Y,Y,Unknown
Unknown113963,UNKNOWN113963,113963,GATE CITY,Gate City,24251,SUBSTATION,Substation,IN SERVICE,In service,SCOTT,Scott,51169,VA,Virginia,USA,36.643772592,-82.56791195,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,IMAGERY,2014-06-27,IMAGERY,2014-06-27,1.0,1,-999999.0,Unknown,-999999.0,Unknown,Y,Y,Unknown
Unknown114454,UNKNOWN114454,114454,CASCADE,Cascade,24069,SUBSTATION,Substation,IN SERVICE,In service,PITTSYLVANIA,Pittsylvania,51143,VA,Virginia,USA,36.619437444,-79.620733495,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,IMAGERY,2014-07-09,IMAGERY,2014-07-09,3.0,3,69.0,69,-999999.0,Unknown,Y,N,Unknown
Unknown114455,UNKNOWN114455,114455,RIDGEWAY,Ridgeway,24148,SUBSTATION,Substation,IN SERVICE,In service,HENRY,Henry,51089,VA,Virginia,USA,36.623595088,-79.886340776,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,IMAGERY,2014-07-09,IMAGERY,2014-07-09,2.0,2,138.0,138,138.0,138,Y,Y,115 to 229
Tap146406,TAP146406,146406,RIDGEWAY,Ridgeway,24148,TAP,Tap,IN SERVICE,In service,HENRY,Henry,51089,VA,Virginia,USA,36.628361651,-79.858384553,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,IMAGERY,2016-08-02,IMAGERY,2016-08-02,3.0,3,-999999.0,Unknown,-999999.0,Unknown,Y,Y,Unknown
Unknown114458,UNKNOWN114458,114458,RIDGEWAY,Ridgeway,24148,SUBSTATION,Substation,IN SERVICE,In service,HENRY,Henry,51089,VA,Virginia,USA,36.628466392,-79.857950188,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,IMAGERY,2014-07-09,IMAGERY,2014-07-09,1.0,1,-999999.0,Unknown,-999999.0,Unknown,Y,Y,Unknown
Axton,AXTON,147028,AXTON,Axton,24054,SUBSTATION,Substation,IN SERVICE,In service,HENRY,Henry,51089,VA,Virginia,USA,36.634550307,-79.704778901,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,"IMAGERY, OpenStreetMap",2014-07-07,IMAGERY,2014-07-07,1.0,1,765.0,765,765.0,765,N,N,Min 230
Unknown114456,UNKNOWN114456,114456,MARTINSVILLE,Martinsville,24112,SUBSTATION,Substation,IN SERVICE,In service,HENRY,Henry,51089,VA,Virginia,USA,36.662467383,-79.895797853,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,IMAGERY,2014-07-09,IMAGERY,2014-07-09,2.0,2,-999999.0,Unknown,-999999.0,Unknown,Y,Y,Unknown
Unknown171705,UNKNOWN171705,171705,DANVILLE,Danville,24540,SUBSTATION,Substation,IN SERVICE,In service,PITTSYLVANIA,Pittsylvania,51143,VA,Virginia,USA,36.667166823,-79.558140326,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,IMAGERY,2020-03-31,IMAGERY,2020-03-31,2.0,2,-999999.0,Unknown,-999999.0,Unknown,N,N,Unknown
Tap161594,TAP161594,161594,AXTON,Axton,24054,TAP,Tap,IN SERVICE,In service,PITTSYLVANIA,Pittsylvania,51143,VA,Virginia,USA,36.672293249,-79.682312583,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,IMAGERY,2019-03-20,IMAGERY,2019-03-20,3.0,3,-999999.0,Unknown,-999999.0,Unknown,N,N,Unknown
Unknown117061,UNKNOWN117061,117061,INDEPENDENCE,Independence,24348,SUBSTATION,Substation,IN SERVICE,In service,GRAYSON,Grayson,51077,VA,Virginia,USA,36.630038725,-81.16236603,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,IMAGERY,2014-09-15,IMAGERY,2014-09-15,1.0,1,-999999.0,Unknown,-999999.0,Unknown,N,N,Unknown
Unknown148206,UNKNOWN148206,148206,ARARAT,Ararat,24053,SUBSTATION,Substation,IN SERVICE,In service,CARROLL,Carroll,51035,VA,Virginia,USA,36.634469561,-80.609073335,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,IMAGERY,2016-08-02,IMAGERY,2016-08-02,1.0,1,-999999.0,Unknown,-999999.0,Unknown,Y,Y,Unknown
Unknown121363,UNKNOWN121363,121363,STUART,Stuart,24171,SUBSTATION,Substation,IN SERVICE,In service,PATRICK,Patrick,51141,VA,Virginia,USA,36.637177413,-80.262427706,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,IMAGERY,2015-03-11,IMAGERY,2015-03-11,2.0,2,138.0,138,138.0,138,Y,Y,115 to 229
Unknown161593,UNKNOWN161593,161593,GALAX,Galax,24333,SUBSTATION,Substation,IN SERVICE,In service,GALAX,Galax,51640,VA,Virginia,USA,36.666138461,-80.919704536,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,IMAGERY,2019-03-20,IMAGERY,2019-03-20,2.0,2,69.0,69,-999999.0,Unknown,N,N,Unknown
Pinnacles,PINNACLES,133866,ARARAT,Ararat,24053,SUBSTATION,Substation,IN SERVICE,In service,PATRICK,Patrick,51141,VA,Virginia,USA,36.666909699,-80.447993702,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,"IMAGERY, EIA 860",2016-01-06,IMAGERY,2021-06-01,2.0,2,69.0,69,69.0,69,Y,Y,69 to 114
Tap161595,TAP161595,161595,GALAX,Galax,24333,TAP,Tap,IN SERVICE,In service,GALAX,Galax,51640,VA,Virginia,USA,36.667093,-80.917483,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,IMAGERY,2019-03-20,IMAGERY,2019-03-20,3.0,3,69.0,69,69.0,69,N,N,69 to 114
Unknown117065,UNKNOWN117065,117065,GALAX,Galax,24333,SUBSTATION,Substation,IN SERVICE,In service,GRAYSON,Grayson,51077,VA,Virginia,USA,36.684627444,-80.958670714,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,IMAGERY,2014-09-15,IMAGERY,2014-09-15,3.0,3,138.0,138,-999999.0,Unknown,N,N,Unknown
Unknown117066,UNKNOWN117066,117066,GALAX,Galax,24333,SUBSTATION,Substation,IN SERVICE,In service,GALAX,Galax,51640,VA,Virginia,USA,36.68790343,-80.896914056,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,IMAGERY,2014-09-15,IMAGERY,2014-09-15,2.0,2,69.0,69,-999999.0,Unknown,N,Y,Unknown
Fries,FRIES,148205,FRIES,Fries,24330,SUBSTATION,Substation,IN SERVICE,In service,GRAYSON,Grayson,51077,VA,Virginia,USA,36.715259578,-80.988055268,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,"IMAGERY, http://www.pjm.com/system-map/default.html",2014-09-15,IMAGERY,2015-03-04,4.0,4,69.0,69,-999999.0,Unknown,N,Y,Unknown
Pipers Gap,PIPERS GAP,147362,HILLSVILLE,Hillsville,24343,SUBSTATION,Substation,IN SERVICE,In service,CARROLL,Carroll,51035,VA,Virginia,USA,36.758585862,-80.748420478,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,"IMAGERY, http://www.pjm.com/system-map/default.html",2014-09-15,IMAGERY,2015-03-04,2.0,2,138.0,138,138.0,138,N,N,115 to 229
Stockton,STOCKTON,146388,AXTON,Axton,24054,SUBSTATION,Substation,IN SERVICE,In service,HENRY,Henry,51089,VA,Virginia,USA,36.682597397,-79.740493502,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,"IMAGERY, http://www.pjm.com/system-map/default.html",2014-07-08,IMAGERY,2015-04-01,2.0,2,-999999.0,Unknown,-999999.0,Unknown,Y,Y,Unknown
Tap147347,TAP147347,147347,COLLINSVILLE,Collinsville,24078,TAP,Tap,IN SERVICE,In service,HENRY,Henry,51089,VA,Virginia,USA,36.705643567,-79.915115859,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,IMAGERY,2014-07-09,IMAGERY/OTHER,2015-08-14,3.0,3,-999999.0,Unknown,-999999.0,Unknown,Y,Y,Unknown
Fieldale,FIELDALE,147337,COLLINSVILLE,Collinsville,24078,SUBSTATION,Substation,IN SERVICE,In service,HENRY,Henry,51089,VA,Virginia,USA,36.705855498,-79.914816937,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,"IMAGERY, http://www.pjm.com/system-map/default.html",2014-07-09,IMAGERY,2015-04-01,1.0,1,-999999.0,Unknown,-999999.0,Unknown,Y,Y,Unknown
Unknown146414,UNKNOWN146414,146414,MARTINSVILLE,Martinsville,24112,SUBSTATION,Substation,IN SERVICE,In service,HENRY,Henry,51089,VA,Virginia,USA,36.73054466,-79.857656012,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,OpenStreetMap,2016-08-04,IMAGERY,2017-05-11,2.0,2,-999999.0,Unknown,-999999.0,Unknown,Y,Y,Unknown
Unknown156532,UNKNOWN156532,156532,ABINGDON,Abingdon,24210,SUBSTATION,Substation,IN SERVICE,In service,WASHINGTON,Washington,51191,VA,Virginia,USA,36.687259999,-82.058477697,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,OpenStreetMap,2017-10-09,IMAGERY,2017-10-16,2.0,2,138.0,138,138.0,138,Y,Y,115 to 229
Abingdon,ABINGDON,154597,ABINGDON,Abingdon,24210,SUBSTATION,Substation,IN SERVICE,In service,WASHINGTON,Washington,51191,VA,Virginia,USA,36.720046206,-82.007966583,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,"IMAGERY, OpenStreetMap",2014-06-27,IMAGERY,2014-06-27,3.0,3,138.0,138,138.0,138,Y,Y,115 to 229
Unknown117054,UNKNOWN117054,117054,ABINGDON,Abingdon,24210,SUBSTATION,Substation,IN SERVICE,In service,WASHINGTON,Washington,51191,VA,Virginia,USA,36.721423782,-81.936545045,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,IMAGERY,2014-09-11,IMAGERY,2014-09-11,3.0,3,138.0,138,-999999.0,Unknown,Y,Y,Unknown
Hill,HILL,154294,FORT BLACKMORE,Fort Blackmore,24250,SUBSTATION,Substation,IN SERVICE,In service,SCOTT,Scott,51169,VA,Virginia,USA,36.722360288,-82.634755306,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,"IMAGERY, OpenStreetMap",2014-06-27,IMAGERY,2014-06-27,5.0,5,138.0,138,-999999.0,Unknown,Y,Y,Unknown
Unknown113962,UNKNOWN113962,113962,DUFFIELD,Duffield,24244,SUBSTATION,Substation,IN SERVICE,In service,SCOTT,Scott,51169,VA,Virginia,USA,36.731733651,-82.7619983,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,IMAGERY,2014-06-27,IMAGERY,2014-06-27,2.0,2,-999999.0,Unknown,-999999.0,Unknown,Y,Y,Unknown
Unknown113972,UNKNOWN113972,113972,MEADOWVIEW,Meadowview,24361,SUBSTATION,Substation,IN SERVICE,In service,WASHINGTON,Washington,51191,VA,Virginia,USA,36.761518041,-81.870978104,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,IMAGERY,2014-06-27,IMAGERY,2014-06-27,3.0,3,138.0,138,-999999.0,Unknown,Y,N,Unknown
Tap171564,TAP171564,171564,MEADOWVIEW,Meadowview,24361,TAP,Tap,IN SERVICE,In service,WASHINGTON,Washington,51191,VA,Virginia,USA,36.767441,-81.874574,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,IMAGERY,2020-04-01,IMAGERY,2020-04-01,3.0,3,-999999.0,Unknown,-999999.0,Unknown,N,N,Unknown
Unknown114175,UNKNOWN114175,114175,GLADE SPRING,Glade Spring,24340,SUBSTATION,Substation,IN SERVICE,In service,WASHINGTON,Washington,51191,VA,Virginia,USA,36.792819847,-81.709526151,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,IMAGERY,2014-07-01,IMAGERY,2014-07-01,2.0,2,-999999.0,Unknown,-999999.0,Unknown,Y,Y,Unknown
Unknown156534,UNKNOWN156534,156534,GLADE SPRING,Glade Spring,24340,SUBSTATION,Substation,IN SERVICE,In service,WASHINGTON,Washington,51191,VA,Virginia,USA,36.794005828,-81.793753751,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,OpenStreetMap,2017-10-09,IMAGERY,2017-10-16,2.0,2,-999999.0,Unknown,-999999.0,Unknown,N,N,Unknown
Copper Ridge,COPPER RIDGE,151044,NICKELSVILLE,Nickelsville,24271,SUBSTATION,Substation,IN SERVICE,In service,SCOTT,Scott,51169,VA,Virginia,USA,36.794329761,-82.464737887,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,OpenStreetMap,2016-08-04,IMAGERY/OTHER,2017-05-11,-999999.0,Unknown,-999999.0,Unknown,-999999.0,Unknown,N,N,Unknown
West Bassett,WEST BASSETT,147338,BASSETT,Bassett,24055,SUBSTATION,Substation,IN SERVICE,In service,HENRY,Henry,51089,VA,Virginia,USA,36.769790229,-80.017512788,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,"IMAGERY, http://www.pjm.com/system-map/default.html",2014-07-10,IMAGERY,2015-04-01,5.0,5,138.0,138,-999999.0,Unknown,Y,Y,Unknown
Unknown121252,UNKNOWN121252,121252,WOOLWINE,Woolwine,24185,SUBSTATION,Substation,IN SERVICE,In service,PATRICK,Patrick,51141,VA,Virginia,USA,36.771313975,-80.267347241,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,IMAGERY,2015-03-06,IMAGERY,2015-03-06,2.0,2,138.0,138,138.0,138,Y,Y,115 to 229
Philpott,PHILPOTT,147807,BASSETT,Bassett,24055,SUBSTATION,Substation,IN SERVICE,In service,HENRY,Henry,51089,VA,Virginia,USA,36.776071461,-80.027170682,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,"IMAGERY, OpenStreetMap",2015-03-06,IMAGERY,2015-03-06,3.0,3,138.0,138,138.0,138,Y,Y,115 to 229
Huffman,HUFFMAN,147363,HILLSVILLE,Hillsville,24343,SUBSTATION,Substation,IN SERVICE,In service,CARROLL,Carroll,51035,VA,Virginia,USA,36.777301141,-80.71930201,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,"IMAGERY, http://www.pjm.com/system-map/default.html",2014-09-15,IMAGERY,2015-03-04,3.0,3,138.0,138,-999999.0,Unknown,N,Y,Unknown
Byllesby 2,BYLLESBY 2,117062,IVANHOE,Ivanhoe,24350,SUBSTATION,Substation,IN SERVICE,In service,CARROLL,Carroll,51035,VA,Virginia,USA,36.784485506,-80.935303485,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,"IMAGERY, EIA 860",2014-09-15,IMAGERY,2021-06-01,6.0,6,138.0,138,-999999.0,Unknown,Y,Y,Unknown
Buck Hydro,BUCK HYDRO,121139,IVANHOE,Ivanhoe,24350,SUBSTATION,Substation,IN SERVICE,In service,CARROLL,Carroll,51035,VA,Virginia,USA,36.808098182,-80.938726815,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,"IMAGERY, EIA 860",2015-03-04,IMAGERY,2021-06-01,2.0,2,-999999.0,Unknown,-999999.0,Unknown,N,N,Unknown
Unknown117063,UNKNOWN117063,117063,IVANHOE,Ivanhoe,24350,SUBSTATION,Substation,NOT AVAILABLE,Not available,CARROLL,Carroll,51035,VA,Virginia,USA,36.820454798,-80.952663088,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,IMAGERY,2014-09-15,UNVERIFIED,2014-09-15,4.0,4,138.0,138,138.0,138,Y,Y,115 to 229
Unknown113971,UNKNOWN113971,113971,MARION,Marion,24354,SUBSTATION,Substation,IN SERVICE,In service,SMYTH,Smyth,51173,VA,Virginia,USA,36.823557765,-81.523397635,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,IMAGERY,2014-06-27,IMAGERY,2014-06-27,2.0,2,138.0,138,138.0,138,Y,Y,115 to 229
Unknown117064,UNKNOWN117064,117064,AUSTINVILLE,Austinville,24312,SUBSTATION,Substation,IN SERVICE,In service,CARROLL,Carroll,51035,VA,Virginia,USA,36.825126653,-80.931276905,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,IMAGERY,2014-09-15,IMAGERY,2014-09-15,2.0,2,138.0,138,138.0,138,Y,Y,115 to 229
Unknown117059,UNKNOWN117059,117059,ATKINS,Atkins,24311,SUBSTATION,Substation,IN SERVICE,In service,SMYTH,Smyth,51173,VA,Virginia,USA,36.858043269,-81.422295064,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,IMAGERY,2014-09-12,IMAGERY,2014-09-12,2.0,2,138.0,138,-999999.0,Unknown,Y,N,Unknown
Unknown114626,UNKNOWN114626,114626,STANLEYTOWN,Stanleytown,24168,SUBSTATION,Substation,IN SERVICE,In service,HENRY,Henry,51089,VA,Virginia,USA,36.736976665,-79.951035998,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,IMAGERY,2014-07-10,IMAGERY,2014-07-10,2.0,2,-999999.0,Unknown,-999999.0,Unknown,Y,Y,Unknown
Unknown114625,UNKNOWN114625,114625,BASSETT,Bassett,24055,SUBSTATION,Substation,IN SERVICE,In service,HENRY,Henry,51089,VA,Virginia,USA,36.759413489,-79.993892513,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,IMAGERY,2014-07-10,IMAGERY,2014-07-10,2.0,2,138.0,138,138.0,138,Y,Y,115 to 229
Oak Level,OAK LEVEL,147343,BASSETT,Bassett,24055,SUBSTATION,Substation,IN SERVICE,In service,FRANKLIN,Franklin,51067,VA,Virginia,USA,36.821439266,-79.930277974,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,"IMAGERY, http://www.pjm.com/system-map/default.html",2015-03-05,IMAGERY,2015-03-05,2.0,2,138.0,138,138.0,138,N,N,115 to 229
Unknown114627,UNKNOWN114627,114627,HENRY,Henry,24102,SUBSTATION,Substation,IN SERVICE,In service,FRANKLIN,Franklin,51067,VA,Virginia,USA,36.830128046,-79.989361636,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,IMAGERY,2014-07-11,IMAGERY,2014-07-11,1.0,1,-999999.0,Unknown,-999999.0,Unknown,Y,Y,Unknown
Bearskin,BEARSKIN,147614,CHATHAM,Chatham,24531,SUBSTATION,Substation,IN SERVICE,In service,PITTSYLVANIA,Pittsylvania,51143,VA,Virginia,USA,36.84671149,-79.462095608,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,"IMAGERY, http://www.pjm.com/system-map/default.html",2014-07-11,IMAGERY,2015-04-01,1.0,1,115.0,115,115.0,115,Y,Y,115 to 229
Tap147623,TAP147623,147623,CHATHAM,Chatham,24531,TAP,Tap,IN SERVICE,In service,PITTSYLVANIA,Pittsylvania,51143,VA,Virginia,USA,36.848605858,-79.462608033,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,IMAGERY,2014-07-11,IMAGERY/OTHER,2015-08-14,3.0,3,115.0,115,115.0,115,Y,Y,115 to 229
Thornton,THORNTON,147340,FERRUM,Ferrum,24088,SUBSTATION,Substation,IN SERVICE,In service,FRANKLIN,Franklin,51067,VA,Virginia,USA,36.924930056,-79.924034506,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,"IMAGERY, http://www.pjm.com/system-map/default.html",2015-03-05,IMAGERY,2015-03-05,2.0,2,138.0,138,138.0,138,N,N,115 to 229
Penhook,PENHOOK,146987,PENHOOK,Penhook,24137,SUBSTATION,Substation,IN SERVICE,In service,FRANKLIN,Franklin,51067,VA,Virginia,USA,36.978848407,-79.616532322,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,"IMAGERY, http://www.pjm.com/system-map/default.html",2015-03-06,IMAGERY,2015-04-01,2.0,2,138.0,138,138.0,138,Y,Y,115 to 229
Franklin,FRANKLIN,147341,ROCKY MOUNT,Rocky Mount,24151,SUBSTATION,Substation,IN SERVICE,In service,FRANKLIN,Franklin,51067,VA,Virginia,USA,36.983462497,-79.918299252,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,"IMAGERY, http://www.pjm.com/system-map/default.html",2015-03-05,IMAGERY,2015-03-05,3.0,3,138.0,138,-999999.0,Unknown,N,N,Unknown
Dickens,DICKENS,152271,CASTLEWOOD,Castlewood,24224,SUBSTATION,Substation,IN SERVICE,In service,RUSSELL,Russell,51167,VA,Virginia,USA,36.843264565,-82.227261734,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,"IMAGERY, OpenStreetMap",2014-09-09,IMAGERY,2014-09-09,1.0,1,138.0,138,138.0,138,Y,Y,115 to 229
Hansonville,HANSONVILLE,152903,LEBANON,Lebanon,24266,SUBSTATION,Substation,IN SERVICE,In service,RUSSELL,Russell,51167,VA,Virginia,USA,36.847819016,-82.121324953,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,"IMAGERY, OpenStreetMap",2014-09-09,IMAGERY,2014-09-09,2.0,2,138.0,138,138.0,138,Y,Y,115 to 229
Unknown151956,UNKNOWN151956,151956,SALTVILLE,Saltville,24370,SUBSTATION,Substation,IN SERVICE,In service,WASHINGTON,Washington,51191,VA,Virginia,USA,36.856720156,-81.766320895,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,OpenStreetMap,2016-08-04,IMAGERY,2017-05-11,-999999.0,Unknown,-999999.0,Unknown,-999999.0,Unknown,N,N,Unknown
Unknown167388,UNKNOWN167388,167388,DANVILLE,Danville,24541,SUBSTATION,Substation,IN SERVICE,In service,DANVILLE,Danville,51590,VA,Virginia,USA,36.56873645,-79.412680591,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,IMAGERY,2019-08-29,IMAGERY,2019-08-29,2.0,2,-999999.0,Unknown,-999999.0,Unknown,N,N,Unknown
Unknown114450,UNKNOWN114450,114450,DANVILLE,Danville,24541,SUBSTATION,Substation,IN SERVICE,In service,DANVILLE,Danville,51590,VA,Virginia,USA,36.576505338,-79.37855958,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,IMAGERY,2014-07-08,IMAGERY,2014-07-08,3.0,3,138.0,138,138.0,138,Y,Y,115 to 229
Unknown147629,UNKNOWN147629,147629,DANVILLE,Danville,24541,SUBSTATION,Substation,IN SERVICE,In service,DANVILLE,Danville,51590,VA,Virginia,USA,36.577087513,-79.378775992,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,IMAGERY,2016-08-02,IMAGERY,2016-08-02,4.0,4,138.0,138,-999999.0,Unknown,Y,N,Unknown
Unknown167391,UNKNOWN167391,167391,DANVILLE,Danville,24540,SUBSTATION,Substation,IN SERVICE,In service,DANVILLE,Danville,51590,VA,Virginia,USA,36.579199138,-79.311972601,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,IMAGERY,2019-08-29,IMAGERY,2019-08-29,2.0,2,-999999.0,Unknown,-999999.0,Unknown,N,N,Unknown
Tap167390,TAP167390,167390,RINGGOLD,Ringgold,24586,TAP,Tap,IN SERVICE,In service,PITTSYLVANIA,Pittsylvania,51143,VA,Virginia,USA,36.587387,-79.328039,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,IMAGERY,2019-08-29,IMAGERY,2019-08-29,3.0,3,-999999.0,Unknown,-999999.0,Unknown,N,N,Unknown
Unknown114449,UNKNOWN114449,114449,DANVILLE,Danville,24541,SUBSTATION,Substation,IN SERVICE,In service,DANVILLE,Danville,51590,VA,Virginia,USA,36.587996878,-79.388008388,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,IMAGERY,2014-07-08,IMAGERY,2014-07-08,2.0,2,69.0,69,-999999.0,Unknown,Y,N,Unknown
Unknown167389,UNKNOWN167389,167389,RINGGOLD,Ringgold,24586,SUBSTATION,Substation,IN SERVICE,In service,PITTSYLVANIA,Pittsylvania,51143,VA,Virginia,USA,36.590663381,-79.328326636,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,IMAGERY,2019-08-29,IMAGERY,2019-08-29,1.0,1,-999999.0,Unknown,-999999.0,Unknown,N,N,Unknown
Deadend167392,DEADEND167392,167392,DANVILLE,Danville,24540,DEAD END,Dead end,IN SERVICE,In service,DANVILLE,Danville,51590,VA,Virginia,USA,36.594149,-79.39379,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,IMAGERY,2019-08-29,IMAGERY,2019-08-29,1.0,1,-999999.0,Unknown,-999999.0,Unknown,N,N,Unknown
Deadend167393,DEADEND167393,167393,DANVILLE,Danville,24540,DEAD END,Dead end,IN SERVICE,In service,DANVILLE,Danville,51590,VA,Virginia,USA,36.594174155,-79.393777645,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,IMAGERY,2019-08-29,IMAGERY,2019-08-29,1.0,1,-999999.0,Unknown,-999999.0,Unknown,N,N,Unknown
Unknown114446,UNKNOWN114446,114446,DANVILLE,Danville,24540,SUBSTATION,Substation,IN SERVICE,In service,DANVILLE,Danville,51590,VA,Virginia,USA,36.596198182,-79.398053008,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,IMAGERY,2014-07-08,IMAGERY,2014-07-08,6.0,6,138.0,138,69.0,69,Y,Y,69 to 114
Tap147645,TAP147645,147645,DANVILLE,Danville,24540,TAP,Tap,IN SERVICE,In service,DANVILLE,Danville,51590,VA,Virginia,USA,36.602528958,-79.413430223,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,IMAGERY,2014-07-08,IMAGERY/OTHER,2015-08-14,3.0,3,69.0,69,69.0,69,Y,Y,69 to 114
